Account Number,Loyalty_Score,bonus_usage_score,Total_Score,Final_Score_Percentage,Customer_Tier,CUSTOMER_TYPE
1003147,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003148,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003149,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003150,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003151,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003152,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003153,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003154,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003155,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003156,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003157,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003158,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003159,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003160,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003161,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003162,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003163,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003164,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003165,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003166,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003167,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003168,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003169,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003170,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003171,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003172,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003173,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003174,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003175,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003176,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003177,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003178,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003179,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003180,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003181,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003182,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003183,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003184,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003185,5.0,15,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003186,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003187,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003188,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003189,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003190,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003191,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003192,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003193,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003194,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003195,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003196,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003197,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003198,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003199,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003200,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003201,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003202,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003203,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003204,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003205,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003206,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003207,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003208,20.0,10,30.0,75.0,Tier 2 Priority Service,Retail
1003209,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003210,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003211,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003212,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003213,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003214,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003215,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003216,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003217,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003218,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003219,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003220,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003221,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003222,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003223,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003224,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003225,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003226,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003227,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003228,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003229,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003230,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003231,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003232,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003233,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003234,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003235,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003236,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003237,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003238,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003239,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003240,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003241,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003242,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003243,5.0,15,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003244,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003245,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003246,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003247,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003248,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003249,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003250,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003251,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003252,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003253,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003254,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003255,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003256,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003257,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003258,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003259,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003260,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003261,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003262,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003263,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003264,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003265,5.0,15,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003266,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003267,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003268,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003269,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003270,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003271,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003272,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003273,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003274,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003275,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003276,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003277,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003278,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003279,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003280,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003281,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003282,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003283,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003284,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003285,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003286,20.0,10,30.0,75.0,Tier 2 Priority Service,Retail
1003287,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003288,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003289,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003290,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003291,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003292,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003293,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003294,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003295,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003296,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003297,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003298,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003299,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003300,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003301,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003302,5.0,15,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003303,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003304,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003305,5.0,15,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003306,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003307,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003308,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003309,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003310,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003311,5.0,15,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003312,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003313,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003314,5.0,5,10.0,25.0,Tier 4 Priority Service + Incentives,Retail
1003315,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003316,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003317,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003318,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003319,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003320,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003321,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003322,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003323,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003324,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003325,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003326,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003327,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003328,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003329,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003330,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003331,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003332,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003333,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003334,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003335,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003336,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003337,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003338,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003339,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003340,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003341,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003342,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003343,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003344,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003345,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003346,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003347,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003348,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003349,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003350,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003351,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003352,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003353,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003354,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003355,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003356,5.0,20,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003357,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003358,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003359,5.0,5,10.0,25.0,Tier 4 Priority Service + Incentives,Retail
1003360,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003361,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003362,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003363,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003364,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003365,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003366,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003367,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003368,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003369,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003370,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003371,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003372,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003373,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003374,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003375,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003376,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003377,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003378,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003379,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003380,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003381,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003382,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003383,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003384,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003385,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003386,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003387,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003388,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003389,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003390,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003391,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003392,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003393,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003394,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003395,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003396,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003397,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003398,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003399,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003400,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003401,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003402,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003403,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003404,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003405,20.0,10,30.0,75.0,Tier 2 Priority Service,Retail
1003406,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003407,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003408,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003409,20.0,20,40.0,100.0,Tier 1 Priority Service,Retail
1003410,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003411,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003412,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003413,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003414,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003415,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003416,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003417,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003418,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003419,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003420,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003421,20.0,10,30.0,75.0,Tier 2 Priority Service,Retail
1003422,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003423,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003424,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003425,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003426,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003427,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1003428,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003429,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003430,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003431,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1003432,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1003433,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
